text,location,lat,lon,geonameID
"and rehabilitation. It also would help establish TBI-specific education and training programs for VA's health professionals. ""Many of our soldiers who have been wounded in Iraq have experienced a traumatic brain injury. In fact, traumatic brain injuries are the hallmark injuries of this war,"" McNerney said in his news release.",Iraq,33,44,99237
"impact of traumatic brain injuries."" McNerney had introduced a similar bill in May 2007, but that bill never emerged from committee. Tom Del Beccaro of Lafayette vice chairman of the California Republican Party, today is helping to launch a new political action committee, called the ""First Amendment Now Campaign."" The",Lafayette,37.8858,-122.118,5364226
"McNerney had introduced a similar bill in May 2007, but that bill never emerged from committee. Tom Del Beccaro of Lafayette, vice chairman of the California Republican Party, today is helping to launch a new political action committee, called the ""First Amendment Now Campaign."" The PAC is intended to combat",California,37.2502,-119.751,5332921
"public importance in a way the FCC considered honest, equitable and balanced. Although President Barack Obama repeatedly has said he opposes reinstating it and the U.S. Senate last month overwhelmingly approved an amendment nixing it, conservatives have continued to rally against it, leading some critics to wonder whether it's an",U.S.,39.76,-98.5,6252001
"it, leading some critics to wonder whether it's an intentional effort to dangle some red meat as a distraction from other issues. Still, Del Beccaro, California Political News and Views publisher Steve Frank and state Sen. Tony Strickland, R-Moorpark, along with a bunch of conservative talk-radio personalities, are launching this",California,37.2502,-119.751,5332921
"red meat as a distraction from other issues. Still, Del Beccaro, California Political News and Views publisher Steve Frank and state Sen. Tony Strickland, R- Moorpark along with a bunch of conservative talk-radio personalities, are launching this new organization, asking for donations of $17.76 ""to preserve our freedom."" Besides the",Moorpark,34.2856,-118.882,5374648
"speech. So, expect to hear a lot about this all across your AM radio dial as this new organization holds a kickoff rally Tuesday in Sacramento on the Capitol's north steps, and as it moves forward with an effort to gather a million petition signatures that it can present to",Sacramento,38.5816,-121.494,5389489
"Sacramento, on the Capitol's north steps, and as it moves forward with an effort to gather a million petition signatures that it can present to U.S. Sens. Barbara Boxer and Dianne Feinstein, both of California. The PAC promises to use its money ""to preserve the First Amendment; to oppose the",U.S.,39.76,-98.5,6252001
"moves forward with an effort to gather a million petition signatures that it can present to U.S. Sens. Barbara Boxer and Dianne Feinstein, both of California The PAC promises to use its money ""to preserve the First Amendment; to oppose the Fairness Doctrine, government-imposed diversity and localism; and to oppose",California,37.2502,-119.751,5332921
"of summer. Editor's note: Linda Wuebben, a correspondent for the Daily News, grew up as part of the Bernard Becker family of baseball enthusiasts in Cedar County This story reflects her love for baseball and its impact on her family. * * *It's the crack of the bat, the roar of",Cedar County,42.6,-97.267,5065306
"I already knew baseball was special and important to my family. Many times baseball was the talk around our dinner table and when the new Minnesota Twins baseball franchise first had its game broadcast on the radio in 1960, my dad listened almost religiously. Farm work could wait a few",Minnesota,46.2502,-94.2506,5037779
"and remembered the greats like Babe Ruth - idols for all the players who dreamed of glory while playing town team baseball. Baseball here in Cedar County goes back more than 100 years and still has dedicated players and fans. It was a regular source of entertainment, and a source of",Cedar County,42.6,-97.267,5065306
"a regular source of entertainment, and a source of bragging rights for years to come. A few years ago, I wrote a story about local Cedar County town baseball, ""The Boys of Summer"" for the Daily News. Much to my surprise, I was subsequently contacted by Rick Baxter, president of the",Cedar County,42.6,-97.267,5065306
"County town baseball, ""The Boys of Summer"" for the Daily News. Much to my surprise, I was subsequently contacted by Rick Baxter, president of the Nebraska State Baseball Association, who had read the article. From him, I learned about the Nebraska Baseball Hall of Fame and its Web site. A",Nebraska,41.5003,-99.7507,5073708
"I was subsequently contacted by Rick Baxter, president of the Nebraska State Baseball Association, who had read the article. From him, I learned about the Nebraska Baseball Hall of Fame and its Web site. A year ago, I decided what a wonderful tribute it would be to my father's family",Nebraska,41.5003,-99.7507,5073708
"Economy affecting high school, college students. Janet Johnson, a guidance counselor at Norfolk High School, works with Brenda Mercado, a junior at Norfolk High, on some college and career options. Johnson said she’s aware of a number",Norfolk,42.0283,-97.417,5073965
"Economy affecting high school, college students. Janet Johnson, a guidance counselor at Norfolk High School, works with Brenda Mercado, a junior at Norfolk High, on some college and career options. Johnson said she’s aware of a number of high school students who are having to work part",Norfolk,42.0283,-97.417,5073965
"times. Thinking of taking a year or two off after high school to work before starting college? If so, Janet Johnson, a guidance counselor at Norfolk High School, has some advice to offer. First, it's important for students to check what will happen to their health insurance if they hope",Norfolk,42.0283,-97.417,5073965
"City council's goal planning under way. Does the City of Norfolk need a brand - a moniker of sorts that sums up its core? The city council Monday heard from representatives of a Denison, Iowa-based",Norfolk,42.0283,-97.417,5073965
"City of Norfolk need a brand - a moniker of sorts that sums up its core? The city council Monday heard from representatives of a Denison Iowa-based firm called bluespace creative that does branding for companies across the country. ""A brand, in a nutshell, is perception,' said Scott Winey, creative",Denison,42.0178,-95.3553,4853757
"of Norfolk need a brand - a moniker of sorts that sums up its core? The city council Monday heard from representatives of a Denison, Iowa based firm called bluespace creative that does branding for companies across the country. ""A brand, in a nutshell, is perception,' said Scott Winey, creative",Iowa,42.0003,-93.5005,4862182
"work has been done and money spent on the effort under way to write a plan to develop the North Fork River corridor through downtown Norfolk He asked what the Iowa company would do. Winey said the work includes interviewing community leaders, drafting an assessment and recommendations, a brand standards",Norfolk,42.0283,-97.417,5073965
"money spent on the effort under way to write a plan to develop the North Fork River corridor through downtown Norfolk. He asked what the Iowa company would do. Winey said the work includes interviewing community leaders, drafting an assessment and recommendations, a brand standards guide, visitors guide and logos",Iowa,42.0003,-93.5005,4862182
"Pack, troop members to 'scout for food'. Twenty-three Boy Scout and Cub Scout units from throughout Northeast Nebraska s Diamond Dick District will help fight hunger in ""Scouting for Food 2009"" scheduled for Saturday, April 4. Scouts first will be distributing door",Nebraska,41.5003,-99.7507,5073708
"help fight hunger in ""Scouting for Food 2009"" scheduled for Saturday, April 4. Scouts first will be distributing door hangers this Saturday, March 28, in Norfolk and area communities. The door hangers will provide information about plans to pick up donated non-perishable food items starting at 8 a.m. on April",Norfolk,42.0283,-97.417,5073965
"non-perishable food items starting at 8 a.m. on April 4. The food items collected will be given to local food pantries. Five Scout units from Norfolk - Pack 122, 124 and 131 and Troop 122 and 124 - will collect items for the Salvation Army, Improved Living Norfolk food bank",Norfolk,42.0283,-97.417,5073965
"Scout units from Norfolk - Pack 122, 124 and 131 and Troop 122 and 124 - will collect items for the Salvation Army, Improved Living Norfolk food bank and the Trinity Episcopal Church food pantry. Hy-Vee East, Hy-Vee West and Lou's Thrifty Way will be helping this year by having",Norfolk,42.0283,-97.417,5073965
"Scouts will pick them up and deliver those items to food pantries, too. In addition to the Norfolk, efforts:- Pack 198 and Troop 198 from Battle Creek will be collecting for the Battle Creek food pantry. - Pack 174 and Troop 174 from Wayne, with help from Pack 179 and Troop",Battle Creek,41.9995,-97.5984,5063564
"those items to food pantries, too. In addition to the Norfolk, efforts:- Pack 198 and Troop 198 from Battle Creek will be collecting for the Battle Creek food pantry. - Pack 174 and Troop 174 from Wayne, with help from Pack 179 and Troop 179 from Winside, will be collecting for",Battle Creek,41.9995,-97.5984,5063564
"efforts:- Pack 198 and Troop 198 from Battle Creek will be collecting for the Battle Creek food pantry. - Pack 174 and Troop 174 from Wayne with help from Pack 179 and Troop 179 from Winside, will be collecting for the Wayne Food Pantry. - Pack 149 and Troop 149",Wayne,42.2306,-97.0178,5081454
"be collecting for the Battle Creek food pantry. - Pack 174 and Troop 174 from Wayne, with help from Pack 179 and Troop 179 from Winside will be collecting for the Wayne Food Pantry. - Pack 149 and Troop 149 from Bloomfield will be collecting for the Knox County Food",Winside,42.1764,-97.175,5082121
"food pantry. - Pack 174 and Troop 174 from Wayne, with help from Pack 179 and Troop 179 from Winside, will be collecting for the Wayne Food Pantry. - Pack 149 and Troop 149 from Bloomfield will be collecting for the Knox County Food Pantry. - Pack 178 and Troop",Wayne,42.2306,-97.0178,5081454
"with help from Pack 179 and Troop 179 from Winside, will be collecting for the Wayne Food Pantry. - Pack 149 and Troop 149 from Bloomfield will be collecting for the Knox County Food Pantry. - Pack 178 and Troop 178 from Pierce will be collecting for the Food Bank",Bloomfield,42.5989,-97.6456,5064284
"Troop 179 from Winside, will be collecting for the Wayne Food Pantry. - Pack 149 and Troop 149 from Bloomfield will be collecting for the Knox County Food Pantry. - Pack 178 and Troop 178 from Pierce will be collecting for the Food Bank at the United Congregational Church of Christ",Knox County,42.6333,-97.8837,5071580
Pantry. - Pack 149 and Troop 149 from Bloomfield will be collecting for the Knox County Food Pantry. - Pack 178 and Troop 178 from Pierce will be collecting for the Food Bank at the United Congregational Church of Christ in Pierce. But they will be picking up items already,Pierce,42.1992,-97.5267,5075148
Food Pantry. - Pack 178 and Troop 178 from Pierce will be collecting for the Food Bank at the United Congregational Church of Christ in Pierce But they will be picking up items already on March 28. - Pack 167 and Troop 167 from Neligh will be collecting for the,Pierce,42.1992,-97.5267,5075148
United Congregational Church of Christ in Pierce. But they will be picking up items already on March 28. - Pack 167 and Troop 167 from Neligh will be collecting for the Antelope County Food Pantry. - Other units from Northeast Nebraska helping this year includes Pack 136 of Madison; Pack,Neligh,42.1286,-98.0298,5073735
Pierce. But they will be picking up items already on March 28. - Pack 167 and Troop 167 from Neligh will be collecting for the Antelope County Food Pantry. - Other units from Northeast Nebraska helping this year includes Pack 136 of Madison; Pack 162 of Plainview; Pack 170 of Thurston;,Antelope County,42.1667,-98.067,5063023
on March 28. - Pack 167 and Troop 167 from Neligh will be collecting for the Antelope County Food Pantry. - Other units from Northeast Nebraska helping this year includes Pack 136 of Madison; Pack 162 of Plainview; Pack 170 of Thurston; Troop 172 of Wakefield; Pack 176 of Laurel;,Nebraska,41.5003,-99.7507,5073708
167 from Neligh will be collecting for the Antelope County Food Pantry. - Other units from Northeast Nebraska helping this year includes Pack 136 of Madison Pack 162 of Plainview; Pack 170 of Thurston; Troop 172 of Wakefield; Pack 176 of Laurel; and Troop 208 of Coleridge. Scouting for Food,Madison,41.8283,-97.455,5072532
be collecting for the Antelope County Food Pantry. - Other units from Northeast Nebraska helping this year includes Pack 136 of Madison; Pack 162 of Plainview Pack 170 of Thurston; Troop 172 of Wakefield; Pack 176 of Laurel; and Troop 208 of Coleridge. Scouting for Food is the Mid-America Council's,Plainview,42.3497,-97.792,5075277
"Antelope County Food Pantry. - Other units from Northeast Nebraska helping this year includes Pack 136 of Madison; Pack 162 of Plainview; Pack 170 of Thurston Troop 172 of Wakefield; Pack 176 of Laurel; and Troop 208 of Coleridge. Scouting for Food is the Mid-America Council's annual ""good-turn event,"" officials",Thurston,42.1772,-96.7009,5080272
"- Other units from Northeast Nebraska helping this year includes Pack 136 of Madison; Pack 162 of Plainview; Pack 170 of Thurston; Troop 172 of Wakefield Pack 176 of Laurel; and Troop 208 of Coleridge. Scouting for Food is the Mid-America Council's annual ""good-turn event,"" officials said. * * *Want",Wakefield,42.2692,-96.865,5081262
"Northeast Nebraska helping this year includes Pack 136 of Madison; Pack 162 of Plainview; Pack 170 of Thurston; Troop 172 of Wakefield; Pack 176 of Laurel and Troop 208 of Coleridge. Scouting for Food is the Mid-America Council's annual ""good-turn event,"" officials said. * * *Want to learn more? For",Laurel,42.4294,-97.0898,5071797
"includes Pack 136 of Madison; Pack 162 of Plainview; Pack 170 of Thurston; Troop 172 of Wakefield; Pack 176 of Laurel; and Troop 208 of Coleridge Scouting for Food is the Mid-America Council's annual ""good-turn event,"" officials said. * * *Want to learn more? For more information, people can contact",Coleridge,42.5061,-97.2037,5065942
Vandals target 4x4s in Oxford A SPATE of vandalised 4x4 vehicles has sparked fears an eco-fanatic is targeting “gas guzzling” cars in Oxford. Builder Phillip Bradley has seen his,Oxford,51.7522,-1.25596,2640729
on only yards from his home when it was vandalised. He also feared a misguided ecologically-minded fanatic was the most likely culprit. A spokesman for Oxford Police said: “The neighbourhood policing team have increased their patrols in the area and are carrying out investigations to catch those,Oxford,51.7522,-1.25596,2640729
on only yards from his home when it was vandalised. He also feared a misguided ecologically-minded fanatic was the most likely culprit. A spokesman for Oxford Police said: “The neighbourhood policing team have increased their patrols in the area and are carrying out investigations to catch those,Oxford,51.7522,-1.25596,2640729
Students go into Oxford s Dragon's Den. SCHOOLCHILDREN in Oxford have been putting forward business ideas before a panel of “Business Angels” in the city’s own version of,Oxford,51.7522,-1.25596,2640729
"new Business X scheme — all for a share of £30,000. Pupils at Matthew Arnold School, in Botley, St Gregory the Great School in East Oxford and Magdalen College School, Cowley Place, have been working on their proposals for months with the help of MBA students from the Said Business",Oxford,51.7522,-1.25596,2640729
"pitches to a panel of Angels under the new Business X scheme — all for a share of £30,000. Pupils at Matthew Arnold School, in Botley St Gregory the Great School in East Oxford and Magdalen College School, Cowley Place, have been working on their proposals for months with the",Botley,50.9167,-1.26667,2655128
"all for a share of £30,000. Pupils at Matthew Arnold School, in Botley, St Gregory the Great School in East Oxford and Magdalen College School, Cowley Place, have been working on their proposals for months with the help of MBA students from the Said Business School. After several hours, the",Cowley,51.7167,-1.21667,2652191
"a different product. They had asked for £15,000 for a laser cutter to create the cube, aimed at the disabled market. Adam Newport, 14, from Botley said: “We have all put a lot of work in this, all of us have pulled our weight and it has been interesting.” Two",Botley,50.9167,-1.26667,2655128
"Broken road sign will be replaced in four months. A road sign in East Oxford which was damaged a year ago is set to be replaced. People living in Divinity Road, first noticed the letters to their street sign",Oxford,51.7522,-1.25596,2640729
"is set to be replaced. People living in Divinity Road, first noticed the letters to their street sign had been removed in March last year. Oxford City Council has said it did not realise the letters were missing and pledged to install a new cast-iron or aluminium replacement in four",Oxford,51.7522,-1.25596,2640729
Headington Mum jailed for fake passport. A FAILED asylum seeker was jailed for 11 months yesterday after using a fake passport to work as a,Headington,51.75,-1.2,2647239
"FAILED asylum seeker was jailed for 11 months yesterday after using a fake passport to work as a carer. Pauline Munene, 49, used a fake Kenyan passport to gain work with Chrysalis Community Care, formerly known as Blue Arrow, while living in Gladstone Road, Headington, Oxford. She was caught after",Kenyan,1,38,192950
"Pauline Munene, 49, used a fake Kenyan passport to gain work with Chrysalis Community Care, formerly known as Blue Arrow, while living in Gladstone Road, Headington Oxford. She was caught after a raid on her home last November. Oxford Crown Court heard Munene arrived in the UK from Nairobi in",Headington,51.75,-1.2,2647239
"Munene, 49, used a fake Kenyan passport to gain work with Chrysalis Community Care, formerly known as Blue Arrow, while living in Gladstone Road, Headington, Oxford She was caught after a raid on her home last November. Oxford Crown Court heard Munene arrived in the UK from Nairobi in 2002",Oxford,51.7522,-1.25596,2640729
"Community Care, formerly known as Blue Arrow, while living in Gladstone Road, Headington, Oxford. She was caught after a raid on her home last November. Oxford Crown Court heard Munene arrived in the UK from Nairobi in 2002 but her asylum application was rejected two years later. Munene admitted two",Oxford,51.7522,-1.25596,2640729
"Gladstone Road, Headington, Oxford. She was caught after a raid on her home last November. Oxford Crown Court heard Munene arrived in the UK from Nairobi in 2002 but her asylum application was rejected two years later. Munene admitted two charges of deception, two of possessing false identity documents with",Nairobi,-1.28333,36.8167,184745
"of possessing false identity documents with intent and one of fraud. Stephen Parker, defending, said Munene had been funding her 15-year-old daughter’s education back in Kenya Judge Julian Hall said: “You have played fast and loose with the immigration rules in this country but simultaneously you have been a useful",Kenya,1,38,192950
"meeting tonight. It devised the scheme as a rival to the original plan to build 15,000 homes near Weston-on-the-Green. Cherwell claims Weston Otmoor would damage Bicester and Kidlington, while its own plan would benefit the former. But villagers and landowners mounted angry opposition at tonight's meeting, rounding on the north",Bicester,51.9,-1.15,2655729
"It devised the scheme as a rival to the original plan to build 15,000 homes near Weston-on-the-Green. Cherwell claims Weston Otmoor would damage Bicester and Kidlington while its own plan would benefit the former. But villagers and landowners mounted angry opposition at tonight's meeting, rounding on the north west option's",Kidlington,51.8167,-1.28333,2645722
"thrown to the wolves as a decoy to divert attention from Weston Otmoor."" But Mr Wood said the development would represent prosperity and investment in Bicester He added the infrastructure Bicester desperately needed would only come with a large scale development like the north west Bicester proposal. Councillors backed the",Bicester,51.9,-1.15,2655729
represent prosperity and investment in Bicester. He added the infrastructure Bicester desperately needed would only come with a large scale development like the north west Bicester proposal. Councillors backed the move to officially put North West Bicester in front of the Government as a better option to Weston Otmoor. A,Bicester,51.9,-1.15,2655729
desperately needed would only come with a large scale development like the north west Bicester proposal. Councillors backed the move to officially put North West Bicester in front of the Government as a better option to Weston Otmoor. A shortlist of ecotowns is expected to be drawn up in the,Bicester,51.9,-1.15,2655729
"meeting tonight. It devised the scheme as a rival to the original plan to build 15,000 homes near Weston-on-the-Green. Cherwell claims Weston Otmoor would damage Bicester and Kidlington, while its own plan would benefit the former. But villagers and landowners mounted angry opposition at tonight's meeting, rounding on the north",Bicester,51.9,-1.15,2655729
"Cancer drugs prompt Bicester teenager's slim. A TEENAGER who is fighting leukaemia has joined a slimming club after being told by doctors to lose weight. Matthew Holder-Wooloff, 15,",Bicester,51.9,-1.15,2655729
"teenager's slim. A TEENAGER who is fighting leukaemia has joined a slimming club after being told by doctors to lose weight. Matthew Holder-Wooloff, 15, from Bicester was introduced to Slimming World classes by his mother just over a year ago, after his treatment for leukaemia caused him to pile on",Bicester,51.9,-1.15,2655729
"Cancer drugs prompt Bicester teenager's slim. A TEENAGER who is fighting leukaemia has joined a slimming club after being told by doctors to lose weight. Matthew Holder-Wooloff, 15,",Bicester,51.9,-1.15,2655729
"Cancer drugs prompt Bicester teenager's slim. A TEENAGER who is fighting leukaemia has joined a slimming club after being told by doctors to lose weight. Matthew Holder-Wooloff, 15,",Bicester,51.9,-1.15,2655729
"sports, and even swimming is off because of the tubes that go into his body. But he has definitely slimmed down and is happier.” * Oxford GP Dr Tia MacGregor, who is based at St Bartholomew's Surgery in Manzil Way, East Oxford, backed the idea as a good way to",Oxford,51.7522,-1.25596,2640729
"he has definitely slimmed down and is happier.” * Oxford GP Dr Tia MacGregor, who is based at St Bartholomew's Surgery in Manzil Way, East Oxford backed the idea as a good way to combat the effect steroids have on a patient’s metabolism. She added: “I would be wary of",Oxford,51.7522,-1.25596,2640729
Knife held to throat of Oxford taxi driver. A knife was held to a taxi driver’s throat during an attempted robbery just yards from an Oxford police station. The taxi,Oxford,51.7522,-1.25596,2640729
"Knife held to throat of Oxford taxi driver. A knife was held to a taxi driver’s throat during an attempted robbery just yards from an Oxford police station. The taxi was called to an address in Cleveland Drive,close to Cowley police station at about 11.30pm last night. Two men got",Oxford,51.7522,-1.25596,2640729
"taxi driver’s throat during an attempted robbery just yards from an Oxford police station. The taxi was called to an address in Cleveland Drive,close to Cowley police station at about 11.30pm last night. Two men got in before one of them held a knife to the driver’s throat and demanded",Cowley,51.7167,-1.21667,2652191
wais about 6ft and aged about 16. The other is thought to be in his 20s and was much shorter. Anyone with information should call Cowley police station on 08458 505505 or Crimestoppers on 0800,Cowley,51.7167,-1.21667,2652191
Religious rage at Oxfordshire s contraceptive pill by text. A SCHEME to allow schoolchildren in Oxfordshire to ask for the morning-after pill by text message has been condemned,Oxfordshire,51.8333,-1.25,2640726
"Religious rage at Oxfordshire's contraceptive pill by text. A SCHEME to allow schoolchildren in Oxfordshire to ask for the morning-after pill by text message has been condemned by religious leaders. From July, girls as young as 11 at four",Oxfordshire,51.8333,-1.25,2640726
"for the morning-after pill by text message has been condemned by religious leaders. From July, girls as young as 11 at four secondary schools in Oxford and two in Banbury will be able to text requests for the pill – without their parents’ knowledge – if they have had unprotected",Oxford,51.7522,-1.25596,2640729
"by text message has been condemned by religious leaders. From July, girls as young as 11 at four secondary schools in Oxford and two in Banbury will be able to text requests for the pill – without their parents’ knowledge – if they have had unprotected sex, or believe contraception",Banbury,52.05,-1.33333,2656406
failed. The move outraged members of the Catholic Church – however both authorities say they have received no complaints about the scheme. Chairman of the Oxford Central Mosque Sabir Hussain Mirza said: “I’m absolutely shocked this kind of thing is happening. “This is a disaster allowing under-age children to do,Oxford,51.7522,-1.25596,2640729
"their parents. “There’s too much freedom given to the children and they don’t know the meaning of their freedom.” Rabbi Eli Brackman, leader of the Oxford s Jewish society said: “Britain has long had the highest rate of teenage pregnancy in Europe. “However, I believe strongly that parents need to",Oxford,51.7522,-1.25596,2640729
"freedom given to the children and they don’t know the meaning of their freedom.” Rabbi Eli Brackman, leader of the Oxford’s Jewish society said: “ Britain has long had the highest rate of teenage pregnancy in Europe. “However, I believe strongly that parents need to be involved in a child’s",Britain,54,-4,2635167
"meaning of their freedom.” Rabbi Eli Brackman, leader of the Oxford’s Jewish society said: “Britain has long had the highest rate of teenage pregnancy in Europe “However, I believe strongly that parents need to be involved in a child’s upbringing and any measures that sideline that relationship is not healthy",Europe,48.691,9.14062,6255148
Oxford clothes swapping parties look Swish! . WOMEN raced to get their hands on each other’s clothes during a charity fundraiser in Oxford. The ‘swishing’,Oxford,51.7522,-1.25596,2640729
"Oxford clothes swapping parties look Swish! . WOMEN raced to get their hands on each other’s clothes during a charity fundraiser in Oxford The ‘swishing’ event, at Baby Simple bar in Cowley Road on Saturday, was held in aid of pioneering East Oxford children’s hospice Helen &",Oxford,51.7522,-1.25596,2640729
Oxford clothes swapping parties look Swish! . WOMEN raced to get their hands on each other’s clothes during a charity fundraiser in Oxford. The ‘swishing’,Oxford,51.7522,-1.25596,2640729
"coveted items of clothing. She said: “I think it’s a brilliant idea — I had never heard of swishing before this.” Anna Winstanley, 25, from Marston brought several coats that didn’t fit or that she had bought on a whim. She successfully swished them for a dress and skirt she",Marston,51.7667,-1.23333,2642972
"organise their own swishing sessions among friends, where they could charge a small fee to go towards the hospice. CLOTHES swapping parties first started in America several years ago but have started coming into their own in the UK in the last two years. Swishes are often arranged by ethical",America,39.76,-98.5,6252001
"Liz Hurley to open new Bicester Village boutique. Actress and model Elizabeth Hurley will be at Bicester Village, in Pingle Drive, on Thursday to open her new beach boutique at",Bicester,51.9,-1.15,2655729
"Liz Hurley to open new Bicester Village boutique. Actress and model Elizabeth Hurley will be at Bicester Village, in Pingle Drive, on Thursday to open her new beach boutique at the designer outlet shopping centre. She will be at the shop",Bicester,51.9,-1.15,2655729
"IRS audit finds Butler County employees should have been paying taxes on perks. HAMILTON — Staring down the barrel of a potential $500,000 assessment for back taxes, Butler County",Butler County,39.4501,-84.5666,4507568
"IRS audit finds Butler County employees should have been paying taxes on perks. HAMILTON — Staring down the barrel of a potential $500,000 assessment for back taxes, Butler County Auditor Roger Reynolds said the county is drafting policies",HAMILTON,39.3995,-84.5613,4513575
"finds Butler County employees should have been paying taxes on perks. HAMILTON — Staring down the barrel of a potential $500,000 assessment for back taxes, Butler County Auditor Roger Reynolds said the county is drafting policies to make sure employees pay taxes on fringe benefits in the future. It's unclear why",Butler County,39.4501,-84.5666,4507568
"Agency puts emphasis on Ohio 63 extension. By emphasizing plans to extend Ohio 63 west as a potential multi-modal project, county officials hope federal funding will become more likely.",Ohio,40.2503,-83.0002,5165418
"Agency puts emphasis on Ohio 63 extension. By emphasizing plans to extend Ohio 63 west as a potential multi-modal project, county officials hope federal funding will become more likely. The Butler County Transportation Improvement District has passed",Ohio,40.2503,-83.0002,5165418
"63 extension. By emphasizing plans to extend Ohio 63 west as a potential multi-modal project, county officials hope federal funding will become more likely. The Butler County Transportation Improvement District has passed a resolution to designate Ohio 63 as a multi-modal project. The project has the potential of opening up new",Butler County,39.4501,-84.5666,4507568
"a potential multi-modal project, county officials hope federal funding will become more likely. The Butler County Transportation Improvement District has passed a resolution to designate Ohio 63 as a multi-modal project. The project has the potential of opening up new transportation routes through Monroe, Trenton and Seven Mile. It also",Ohio,40.2503,-83.0002,5165418
District has passed a resolution to designate Ohio 63 as a multi-modal project. The project has the potential of opening up new transportation routes through Monroe Trenton and Seven Mile. It also has the possibility of connecting the county to major routes such as Interstates 75 and 70 and U.S.,Monroe,39.4403,-84.3622,4518550
"has passed a resolution to designate Ohio 63 as a multi-modal project. The project has the potential of opening up new transportation routes through Monroe, Trenton and Seven Mile. It also has the possibility of connecting the county to major routes such as Interstates 75 and 70 and U.S. 127,",Trenton,39.4809,-84.4577,4526469
"a resolution to designate Ohio 63 as a multi-modal project. The project has the potential of opening up new transportation routes through Monroe, Trenton and Seven Mile It also has the possibility of connecting the county to major routes such as Interstates 75 and 70 and U.S. 127, as well as",Seven Mile,39.4801,-84.5519,4524401
"through Monroe, Trenton and Seven Mile. It also has the possibility of connecting the county to major routes such as Interstates 75 and 70 and U.S. 127, as well as rail, said Ron Porter, TID director. With so much emphasis at the federal level for incorporating multiple systems of transportation",U.S.,39.76,-98.5,6252001
"of transportation into projects, the prioritization could help obtain federal funding, said Bill Triick, TID board member and president of the Chamber of Commerce Serving Middletown Trenton and Monroe. The business community has been overwhelming in support of the project due to the lower transportation costs it would afford them",Middletown,39.5151,-84.3983,4518264
"transportation into projects, the prioritization could help obtain federal funding, said Bill Triick, TID board member and president of the Chamber of Commerce Serving Middletown, Trenton and Monroe. The business community has been overwhelming in support of the project due to the lower transportation costs it would afford them by",Trenton,39.4809,-84.4577,4526469
"miles into the city, according to county engineer Greg Wilkens. ""The biggest concern is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp., Madison Twp., Trenton or Monroe. Someone has got to assume responsibility to maintain that",Monroe,39.4403,-84.3622,4518550
"priority for the county for many years, but has had issues obtaining funding. The TID submitted the project, estimated to cost $138.2 million, to the Ohio Department of Development for potential federal stimulus funding. The funding is still a major concern for the city of Monroe, which has yet to",Ohio,40.2503,-83.0002,5165418
"cost $138.2 million, to the Ohio Department of Development for potential federal stimulus funding. The funding is still a major concern for the city of Monroe which has yet to pass a resolution supporting the extension as requested by the TID. The roadway would reach five miles into the city,",Monroe,39.4403,-84.3622,4518550
"miles into the city, according to county engineer Greg Wilkens. ""The biggest concern is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp., Madison Twp., Trenton or Monroe. Someone has got to assume responsibility to maintain that",Monroe,39.4403,-84.3622,4518550
"Greg Wilkens. ""The biggest concern is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp. Madison Twp., Trenton or Monroe. Someone has got to assume responsibility to maintain that bridge."" While Routson said he would support the project, he",St. Clair Twp.,39.4351,-84.5466,4523236
"biggest concern is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp., Madison Twp. Trenton or Monroe. Someone has got to assume responsibility to maintain that bridge."" While Routson said he would support the project, he indicated the",Madison Twp.,39.5384,-84.4152,4517401
"is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp., Madison Twp., Trenton or Monroe. Someone has got to assume responsibility to maintain that bridge."" While Routson said he would support the project, he indicated the project",Trenton,39.4809,-84.4577,4526469
"miles into the city, according to county engineer Greg Wilkens. ""The biggest concern is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp., Madison Twp., Trenton or Monroe Someone has got to assume responsibility to maintain that",Monroe,39.4403,-84.3622,4518550
"responsibility to maintain that bridge."" While Routson said he would support the project, he indicated the project would be more beneficial to the county and Trenton than",Trenton,39.4809,-84.4577,4526469
"miles into the city, according to county engineer Greg Wilkens. ""The biggest concern is who is going to maintain that bridge across the river,"" said Monroe Mayor Robert Routson. ""It could potentially be St. Clair Twp., Madison Twp., Trenton or Monroe. Someone has got to assume responsibility to maintain that",Monroe,39.4403,-84.3622,4518550
"Coroner: Hamilton women died hours apart; causes still unknown. HAMILTON — The two Hamilton women found dead this past weekend in their home died hours apart,",Hamilton,39.3995,-84.5613,4513575
"Coroner: Hamilton women died hours apart; causes still unknown. HAMILTON — The two Hamilton women found dead this past weekend in their home died hours apart, according to the Butler County Coroner's Office. Butler",HAMILTON,39.3995,-84.5613,4513575
"Coroner: Hamilton women died hours apart; causes still unknown. HAMILTON — The two Hamilton women found dead this past weekend in their home died hours apart, according to the Butler County Coroner's Office. Butler County Coroner Dr. Richard",Hamilton,39.3995,-84.5613,4513575
