place name,tweet text
India,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news
India,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news
Nepal,RT @dw_english: Dozens killed as monsoon floods ravage India and Nepal http://t.co/olp9HRNI2S
India,RT @dw_english: Dozens killed as monsoon floods ravage India and Nepal http://t.co/olp9HRNI2S
India,Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf
Nepal,Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf
Nepal,Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
India,Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
Nepa,"#Twitter Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding... http://t.co/BDNkqCoYo7 #mobile #Mobile"
Nepa,"#Twitter Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding... http://t.co/BDNkqCoYo7 #mobile #Mobile"
India,"#Twitter Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding... http://t.co/BDNkqCoYo7 #mobile #Mobile"
India,"#Twitter Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding... http://t.co/BDNkqCoYo7 #mobile #Mobile"
Nepal,"[Asia] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding ... http://t.co/wRkdiIxC0N #English #Manado"
Asia,"[Asia] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding ... http://t.co/wRkdiIxC0N #English #Manado"
Nepal,"[Asia] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding ... http://t.co/wRkdiIxC0N #English #Manado"
India,"[Asia] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding ... http://t.co/wRkdiIxC0N #English #Manado"
India,"[Asia] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding ... http://t.co/wRkdiIxC0N #English #Manado"
Asia,"[Asia] Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding ... http://t.co/wRkdiIxC0N #English #Manado"
India,"follow  frederick_x5 Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in no...  follow  frederick_x5"
Nepal,"follow  frederick_x5 Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in no...  follow  frederick_x5"
Nepal,"follow  frederick_x5 Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in no...  follow  frederick_x5"
Nepal,"( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U"
Nepal,"( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U"
India,"( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U"
India,"( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U"
Nepal,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ"
India,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ"
Nepal,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ"
India,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ"
Nepal,"#News: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authori... http://t.co/FQ8TrCxjRi #TU"
India,"#News: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authori... http://t.co/FQ8TrCxjRi #TU"
India,"#News: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authori... http://t.co/FQ8TrCxjRi #TU"
Nepal,"#News: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authori... http://t.co/FQ8TrCxjRi #TU"
India,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts http://t.co/2qdPQUujfe #fox #world"
Nepal,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts http://t.co/2qdPQUujfe #fox #world"
India,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts http://t.co/2qdPQUujfe #fox #world"
India,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts http://t.co/2qdPQUujfe #fox #world"
Nepal,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts http://t.co/2qdPQUujfe #fox #world"
India,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities ... http://t.co/ter4VpXY0S #News"
India,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities ... http://t.co/ter4VpXY0S #News"
Nepal,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities ... http://t.co/ter4VpXY0S #News"
Nepal,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities ... http://t.co/ter4VpXY0S #News"
Nepal,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities ... http://t.co/ter4VpXY0S #News"
Nepal,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB"
India,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB"
India,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB"
Nepal,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB"
Nepal,"180 dead as floods wash away homes in Nepal, India: Katmandu, Nepal — Authorities in Nepal and ne... http://t.co/jnIDmRJia9 #detroitnews"
India,"180 dead as floods wash away homes in Nepal, India: Katmandu, Nepal — Authorities in Nepal and ne... http://t.co/jnIDmRJia9 #detroitnews"
Nepal,"180 dead as floods wash away homes in Nepal, India: Katmandu, Nepal — Authorities in Nepal and ne... http://t.co/jnIDmRJia9 #detroitnews"
India,"180 dead as floods wash away homes in Nepal, India: Katmandu, Nepal — Authorities in Nepal and ne... http://t.co/jnIDmRJia9 #detroitnews"
Katmandu,"180 dead as floods wash away homes in Nepal, India: Katmandu, Nepal — Authorities in Nepal and ne... http://t.co/jnIDmRJia9 #detroitnews"
Uttar Pradesh,"India: Floods in Uttar Pradesh destroy houses, kill 28 http://t.co/ChYTzHcJNO"
Uttar Pradesh,"India: Floods in Uttar Pradesh destroy houses, kill 28 http://t.co/ChYTzHcJNO"
India,"India: Floods in Uttar Pradesh destroy houses, kill 28 http://t.co/ChYTzHcJNO"
Nepal,"180 dead as floods wash away homes in Nepal, India http://t.co/qvcmy1h4yT From detroitnews #Detroit"
Nepal,"180 dead as floods wash away homes in Nepal, India http://t.co/qvcmy1h4yT From detroitnews #Detroit"
India,"180 dead as floods wash away homes in Nepal, India http://t.co/qvcmy1h4yT From detroitnews #Detroit"
India,"180 dead as floods wash away homes in Nepal, India http://t.co/qvcmy1h4yT From detroitnews #Detroit"
Nepal,#followbackteam Scores Killed in Flooding in Nepal and India http://t.co/W4M68q240B
India,#followbackteam Scores Killed in Flooding in Nepal and India http://t.co/W4M68q240B
India,Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
Nepal,Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
Nepal,"#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO"
India,"#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO"
India,"#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO"
Nepal,"#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO"
India,"#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u"
Nepal,"#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u"
Nepal,*Scores Killed in Flooding in Nepal and India* by BHADRA SHARMA and NIDA NAJAR via NYT The New York Times http://t.co/NTdH9RxgHE
India,*Scores Killed in Flooding in Nepal and India* by BHADRA SHARMA and NIDA NAJAR via NYT The New York Times http://t.co/NTdH9RxgHE
northern India,Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
India,Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
Nepal,Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
India,Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
Nepal,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples
India,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples
Nepal,#World_news Nepal and India begin relief efforts as monsoon floods claim at least 180 lives http://t.co/2ClZMGNqwg
India,#World_news Nepal and India begin relief efforts as monsoon floods claim at least 180 lives http://t.co/2ClZMGNqwg
India,Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by fl… http://t.co/ubyL0c5Tsy
Nepal,Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by fl… http://t.co/ubyL0c5Tsy
Nepal India,@bbcworldservice Floods and landslides kill at least 160 after torrential rain  Nepal India  http://t.co/OVaUUkvRlD  http://t.co/XzcrzbNsEy
N India,Reports say at least 160 have died in floods across Nepal and N India.  http://t.co/ZeQAjx94kF  And there's more rain to come across region.
Nepal,Reports say at least 160 have died in floods across Nepal and N India.  http://t.co/ZeQAjx94kF  And there's more rain to come across region.
India,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters carry... http://t.co/fqacGBmdxy - @guardian
Nepal,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters carry... http://t.co/fqacGBmdxy - @guardian
India,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters c... http://t.co/Wve4E7Asfa #UFO4UBlogWorld
Nepal,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters c... http://t.co/Wve4E7Asfa #UFO4UBlogWorld
India,"[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V"
Nepal,"[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V"
India,"YourWeightDefineYou: Scores Killed in Flooding in Nepal and India: More than 11,000 hom... http://t.co/GV6rfDspJq http://t.co/4sThsIdowT"
Nepal,"YourWeightDefineYou: Scores Killed in Flooding in Nepal and India: More than 11,000 hom... http://t.co/GV6rfDspJq http://t.co/4sThsIdowT"
Nepal,[#NYtimes] Scores Killed in Flooding in Nepal and India http://t.co/AxxU2sF951 [#Luisito2402]
India,[#NYtimes] Scores Killed in Flooding in Nepal and India http://t.co/AxxU2sF951 [#Luisito2402]
India,"kuuky__frez Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/n6A4TnuplR kuuky__frez"
Nepal,"kuuky__frez Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/n6A4TnuplR kuuky__frez"
India,"kuuky__frez Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/n6A4TnuplR kuuky__frez"
Nepal,"kuuky__frez Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/n6A4TnuplR kuuky__frez"
UP,Nothing. Same case in Assam.  RT @ChandrusWeb what is NDRF doing? RT @HeadlinesIndia: Army alerted as floods wreck havoc in UP
Nepal,"Latest News: Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughl... http://t.co/13syYRF0GM"
India,"Latest News: Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughl... http://t.co/13syYRF0GM"
India,"Latest News: Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughl... http://t.co/13syYRF0GM"
Nepal,"Latest News: Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughl... http://t.co/13syYRF0GM"
Nepal,"(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)"
India,"(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)"
India,"(#FernandoMVP_) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/Hu8stWjuCR (#FernandoMVP_)"
Nepal,"(#FernandoMVP_) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/Hu8stWjuCR (#FernandoMVP_)"
India,"(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)"
Nepal,"(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)"
India,"( #MorenoPretty ) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have ... http://t.co/wBIzfc648g ( #MorenoPretty )"
Nepal,"( #MorenoPretty ) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have ... http://t.co/wBIzfc648g ( #MorenoPretty )"
India,(#Byy) Scores Killed in Flooding in Nepal and India http://t.co/Q6mWrDKQCR (#MaiiCool)
Nepal,(#Byy) Scores Killed in Flooding in Nepal and India http://t.co/Q6mWrDKQCR (#MaiiCool)
Nepal,"(#Yeremiito21) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/dlaU8qMP7m (Via @Yeremiix3)"
India,"(#Yeremiito21) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/dlaU8qMP7m (Via @Yeremiix3)"
Nepal,"#Dayan &amp;  #Luis Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/CIR5aHUbth #Dayan &amp;  #Luis"
India,"#Dayan &amp;  #Luis Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/CIR5aHUbth #Dayan &amp;  #Luis"
Nepal,"Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8"
India,"Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8"
India,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4"
India,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4"
Nepal,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4"
Nepal,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4"
Nepal,"Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughly 17,000 vill... http://t.co/vtfY0Rf7aJ"
Nepal,"Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughly 17,000 vill... http://t.co/vtfY0Rf7aJ"
India,"Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughly 17,000 vill... http://t.co/vtfY0Rf7aJ"
India,"Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roughly 17,000 vill... http://t.co/vtfY0Rf7aJ"
India,#Times #News Scores Killed in Flooding in #Nepal and #India http://t.co/9vAxwaZxtK
Nepal,#Times #News Scores Killed in Flooding in #Nepal and #India http://t.co/9vAxwaZxtK
India,"What about? Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged a... http://t.co/HE0JjfaHuL Next time"
Nepal,"What about? Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged a... http://t.co/HE0JjfaHuL Next time"
India,"What about? Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged a... http://t.co/HE0JjfaHuL Next time"
Nepal,"What about? Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged a... http://t.co/HE0JjfaHuL Next time"
Nepal,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
Nepal,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
Nepal,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
India,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
India,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
India,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
Nepal,"180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away s..."
India,A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
Nepal,A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
India,"180 dead as floods wash away homes in Nepal, India http://t.co/7pvsFGvaOU via Yahoo!"
India,"180 dead as floods wash away homes in Nepal, India http://t.co/7pvsFGvaOU via Yahoo!"
Nepal,"180 dead as floods wash away homes in Nepal, India http://t.co/7pvsFGvaOU via Yahoo!"
Nepal,"180 dead as floods wash away homes in Nepal, India http://t.co/7pvsFGvaOU via Yahoo!"
KATMANDU,"180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz"
Nepal,"180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz"
Nepal,"180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz"
India,"180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz"
India,"180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz"
INDIA,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack
Bihar,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack
Uttar Pradesh,"UP floods claim 41 lives, over 1,000 villages hit: The toll in Uttar Pradesh floods on Monda... http://t.co/lmS4V7qDQe via @timesofindia"
Uttar Pradesh,"UP floods claim 41 lives, over 1,000 villages hit: The toll in Uttar Pradesh floods on Monda... http://t.co/lmS4V7qDQe via @timesofindia"
India,New: Nepal and India begin relief efforts as monsoon floods claim at least 180 lives http://t.co/VPR9qulH62 #follow world_latest
Nepal,New: Nepal and India begin relief efforts as monsoon floods claim at least 180 lives http://t.co/VPR9qulH62 #follow world_latest
India,"New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe"
India,"New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe"
Nepal,"New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe"
Nepal,"New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe"
northern India,At least 160 people are reported to have been killed in floods and landslides following days of torrential rain in Nepal and northern India.
Nepal,At least 160 people are reported to have been killed in floods and landslides following days of torrential rain in Nepal and northern India.
India,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia
india,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia
Nepal,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia
asia,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia
Nepal,"RT @DailyStarLeb: Floods wash away homes in #Nepal, #India, 180 dead http://t.co/fPaWgYidOJ"
Nepal,"RT @DailyStarLeb: Floods wash away homes in #Nepal, #India, 180 dead http://t.co/fPaWgYidOJ"
India,160 Dead in Nepal and India Flooding #jobs #news #career #jobsila # http://t.co/XwnLR63WNI
Nepal,160 Dead in Nepal and India Flooding #jobs #news #career #jobsila # http://t.co/XwnLR63WNI
India,#Nepal | Monsoon floods in Nepal and India cause 180 deaths - &amp;#8230;  worst-hit areas were in western Nepal and n... http://t.co/Dv1cXOkAHS
Nepal,#Nepal | Monsoon floods in Nepal and India cause 180 deaths - &amp;#8230;  worst-hit areas were in western Nepal and n... http://t.co/Dv1cXOkAHS
India,"“@AP: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away huts: http://t.co/n8kxINh89l”  Pity the billionaires."
India,"“@AP: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away huts: http://t.co/n8kxINh89l”  Pity the billionaires."
Nepal,"“@AP: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away huts: http://t.co/n8kxINh89l”  Pity the billionaires."
Nepal,"“@AP: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away huts: http://t.co/n8kxINh89l”  Pity the billionaires."
Nepal,"“@AP: Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away huts: http://t.co/n8kxINh89l”  Pity the billionaires."
Nepal,"RT @WLKY: Hundreds dead as monsoon hits India, Nepal http://t.co/0JgrUlIg7R"
India,"RT @WLKY: Hundreds dead as monsoon hits India, Nepal http://t.co/0JgrUlIg7R"
Nepal,"Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #Travel #Katmandu"
Nepal,"Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #Travel #Katmandu"
Nepal,"Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #Travel #Katmandu"
Assam,"Assam flood situation turns grim, claims one life - Times of India http://t.co/QZtq4Yg9m0 #Assam"
India,"Assam flood situation turns grim, claims one life - Times of India http://t.co/QZtq4Yg9m0 #Assam"
UP,"UP floods claim 41 lives, over 1,000 villages hit http://t.co/92D2PJ03BO via @timesofindia"
india,"UP floods claim 41 lives, over 1,000 villages hit http://t.co/92D2PJ03BO via @timesofindia"
UP,"UP floods claim 41 lives, over 1,000 villages hit http://t.co/92D2PJ03BO via @timesofindia"
India,Dozens killed as monsoon floods ravage India and Nepal http://t.co/pvfMxO8uo9 http://t.co/kRxX9fWZTj
Nepal,Dozens killed as monsoon floods ravage India and Nepal http://t.co/pvfMxO8uo9 http://t.co/kRxX9fWZTj
Nepal,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh
India,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh
UttarPradesh,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh
India,"#nepal#news Hundreds dead as monsoon hits India, Nepal - KPRC Houston: KPRC HoustonHundreds de... http://t.co/0Q36EN6mih @milijulidotcom"
nepal,"#nepal#news Hundreds dead as monsoon hits India, Nepal - KPRC Houston: KPRC HoustonHundreds de... http://t.co/0Q36EN6mih @milijulidotcom"
Nepal,"#nepal#news Hundreds dead as monsoon hits India, Nepal - KPRC Houston: KPRC HoustonHundreds de... http://t.co/0Q36EN6mih @milijulidotcom"
India,"180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL"
Nepal,"180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL"
India,"180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL"
Nepal,"180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL"
India,Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news
Nepal,Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news
Nepal,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6"
India,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6"
India,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6"
Nepal,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6"
Nepal,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb"
Nepal,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb"
Nepal,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb"
Nepal,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb"
Nepal,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb"
Nepal,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb"
India,"Flooding in Nepal and India has killed 89 people, left 109 missing, and sparked fear of a #CholeraOutbreak. http://t.co/3GxyUacKEk"
Nepal,"Flooding in Nepal and India has killed 89 people, left 109 missing, and sparked fear of a #CholeraOutbreak. http://t.co/3GxyUacKEk"
Nepal,"Flooding in Nepal and India has killed 89 people, left 109 missing, and sparked fear of a #CholeraOutbreak. http://t.co/3GxyUacKEk"
India,"Flooding in Nepal and India has killed 89 people, left 109 missing, and sparked fear of a #CholeraOutbreak. http://t.co/3GxyUacKEk"
UttarPradesh,"#Government #UttarPradesh Hundreds dead as monsoon brings chaos to northern #India, #Nepal http://t.co/qllEyVFZWY"
Bihar,RT @NewsPost_India: At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At least nine people ... http://t.co/7xZsl8LhSx
India,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…"
Nepal,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…"
Nepal,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…"
